service,JANVIER,FEVRIER,MARS,T1,AVRIL,MAI,JUIN,T2,S1,JUILLET,AOÛT,SEPTEMBRE,T3,T3 TO,OCTOBRE,NOVEMBRE,DÉCEMBRE,T4,TOTAUX
Pneumonie grave (IRA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Broncho-pneumonie IRA basse,3.0,2.0,0.0,5.0,2.0,1.0,1.0,4.0,9.0,5.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Otites moyennes aigue IRA haute,1.0,3.0,3.0,7.0,0.0,1.0,0.0,1.0,8.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhinopharyngite IRA haute,9.0,6.0,8.0,23.0,14.0,6.0,1.0,21.0,44.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Angine IRA haute,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunisite IRA haute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laryngite IRA haute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cas de IRA chez les moins de 5 ans,7.0,5.0,9.0,21.0,9.0,4.0,2.0,15.0,36.0,6.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL IRA,16.0,12.0,26.0,54.0,21.0,11.0,1.0,33.0,87.0,15.0,10.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
Pian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bilharziose urinaire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trichiasis trachomateux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs d'hydrocèle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cas de lymphoedème,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tétanos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coqueluche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fièvre Typhoïde,6.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fièvre Jaune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choléra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
méningite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuberculose (CS),0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulcère de burili (CS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varicelle,0.0,0.0,1.0,1.0,3.0,2.0,1.0,6.0,7.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Dermatose,30.0,22.0,31.0,83.0,17.0,20.0,19.0,56.0,139.0,12.0,23.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
Zona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hépatite viral B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Hépatite viral C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Autres Maladies infectieuses,41.0,67.0,52.0,160.0,39.0,22.0,35.0,96.0,256.0,68.0,116.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
Paludisme simple avec prescription de CTA,378.0,415.0,337.0,1130.0,383.0,464.0,539.0,1386.0,2516.0,729.0,528.0,0.0,1609.0,0.0,0.0,0.0,0.0,0.0,0.0
Paludisme simple chez la FE avec presc de CTA,25.0,17.0,17.0,59.0,16.0,20.0,25.0,61.0,120.0,48.0,25.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
Enfants atteint de la diarrhée et de SRO + Zinc,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAUX MORBIDITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conjonctivite nouveau né,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecoulement urétral masculin et/ou intra urétrale,3.0,5.0,0.0,8.0,3.0,2.0,2.0,7.0,15.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecoulement vaginal et/ou brûlure,8.0,4.0,0.0,12.0,6.0,1.0,3.0,7.0,19.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulcération génitale et/ou bubon,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Douleurs testiculaires,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Douleurs abdo basses (pelviennes) chez la femme,39.0,27.0,34.0,100.0,25.0,26.0,26.0,3.0,103.0,24.0,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Condylomes (ou crêtes de coq),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL IST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
Nbre de survivants aux violences sexuelles 72h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nbre de survivants  pris en charge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cataracte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cécité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blépharite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalazion/Orgelet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conjonctivite Allergique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conjonctivites infectieuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trachome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Autres affections oculaires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL MALADIES OCULAIRES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTA ss antécédent de HTA connu y FE,2.0,3.0,0.0,5.0,4.0,3.0,3.0,10.0,15.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
HTA ss antécédent chez les FE (adultes),0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HTA avec antécédent de HTA connu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTA avec anté HTA connu FE (adultes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL HTA,2.0,4.0,0.0,6.0,5.0,3.0,3.0,11.0,17.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Hyperglycémie sans antécé de diabète,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Diabète Gestationnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL DIABETE,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Asthme,1.0,2.0,2.0,5.0,1.0,0.0,2.0,3.0,8.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Drépanocytose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Insuffisance rénale aigüe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accidenté de la voie publique,5.0,7.0,5.0,17.0,0.0,4.0,0.0,4.0,21.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Troubles psychiatriques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retard psychomoteurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anémie modérée,54.0,69.0,67.0,190.0,60.0,44.0,14.0,118.0,308.0,59.0,49.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0
Anémie grave,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Cas d'anémie chez les moins de 5 ans,40.0,46.0,34.0,120.0,37.0,25.0,8.0,70.0,190.0,31.0,23.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL ANEMIE,52.0,69.0,67.0,188.0,61.0,48.0,16.0,125.0,313.0,61.0,51.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0
GEU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fibrome utérin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Appendicite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oclusion intestinale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hernie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Péritonite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goitre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brûlure,1.0,1.0,0.0,2.0,1.0,0.0,3.0,4.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Accident vasculaire cérébral (AVC),1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morsure de serpent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tentative de suicide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Autres traumatismes,27.0,27.0,28.0,82.0,18.0,19.0,0.0,37.0,119.0,15.0,9.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
Maladie indéterminée,13.0,28.0,16.0,57.0,24.0,16.0,33.0,73.0,130.0,49.0,23.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
Autres Maladies non infectieuses,43.0,38.0,32.0,113.0,25.0,38.0,14.0,77.0,190.0,16.0,25.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
Rougeole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fièvre Jaune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dengue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COVID19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grippes humaines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DECES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Décès maternels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
décès néonatal Précoce (0 à 7 jours),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
décès néonatal tardif (8 à 28 jours),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDR positifs,13.0,28.0,5.0,46.0,3.0,7.0,7.0,17.0,63.0,11.0,16.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
TDR négatifs,34.0,30.0,16.0,80.0,19.0,2.0,1.0,22.0,102.0,22.0,31.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
TDR invalides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GE positives,365.0,387.0,332.0,1084.0,380.0,457.0,532.0,1369.0,2453.0,718.0,512.0,0.0,1563.0,0.0,0.0,0.0,0.0,0.0,0.0
GE négatives,43.0,12.0,24.0,79.0,11.0,12.0,28.0,51.0,130.0,20.0,22.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
G E TOTAL,408.0,399.0,356.0,1163.0,410.0,471.0,561.0,1442.0,2605.0,738.0,534.0,0.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0
